ReportDt,StateCd,RsdsInSrvcDstrctNm,LGANm2020,PrtcpntCnt
30SEP2022,WA,South West,Bridgetown-Greenbushes (S),149
30SEP2022,WA,South West,Bunbury (C),870
30SEP2022,WA,South West,Busselton (C),870
30SEP2022,WA,South West,Capel (S),345
30SEP2022,WA,South West,Collie (S),193
30SEP2022,WA,South West,Dardanup (S),276
30SEP2022,WA,South West,Donnybrook-Balingup (S),142
30SEP2022,WA,South West,Harvey (S),505
30SEP2022,WA,South West,Manjimup (S),233
30SEP2022,WA,South West,Waroona (S),58
30SEP2022,WA,Wheatbelt,Beverley (S),28
30SEP2022,WA,Wheatbelt,Chittering (S),95
30SEP2022,WA,Wheatbelt,Cunderdin (S),22
30SEP2022,WA,Wheatbelt,Dandaragan (S),47
30SEP2022,WA,Wheatbelt,Gingin (S),67
30SEP2022,WA,Wheatbelt,Kellerberrin (S),25
30SEP2022,WA,Wheatbelt,Merredin (S),49
30SEP2022,WA,Wheatbelt,Moora (S),40
30SEP2022,WA,Wheatbelt,Narrogin (S),83
30SEP2022,WA,Wheatbelt,Northam (S),230
30SEP2022,WA,Wheatbelt,Pingelly (S),30
30SEP2022,WA,Wheatbelt,Toodyay (S),65
30SEP2022,WA,Wheatbelt,York (S),54
30JUN2022,ACT,ACT,Unincorporated ACT,9348
30JUN2022,ACT,Other,Other,<11
30JUN2022,MIS,Other,Other,<11
30JUN2022,NSW,Central Coast,Central Coast (C) (NSW),9184
30JUN2022,NSW,Far West,Balranald (A),48
30JUN2022,NSW,Far West,Broken Hill (C),501
30JUN2022,NSW,Far West,Central Darling (A),36
30JUN2022,NSW,Far West,Wentworth (A),165
30JUN2022,NSW,Hunter New England,Armidale Regional (A),676
30JUN2022,NSW,Hunter New England,Cessnock (C),2026
30JUN2022,NSW,Hunter New England,Dungog (A),239
30JUN2022,NSW,Hunter New England,Glen Innes Severn (A),177
30JUN2022,NSW,Hunter New England,Gunnedah (A),290
30JUN2022,NSW,Hunter New England,Gwydir (A),87
30JUN2022,NSW,Hunter New England,Inverell (A),444
30JUN2022,NSW,Hunter New England,Lake Macquarie (C),6280
30JUN2022,NSW,Hunter New England,Liverpool Plains (A),177
30JUN2022,NSW,Hunter New England,Maitland (C),3512
30JUN2022,NSW,Hunter New England,Mid-Coast (A),2436
30JUN2022,NSW,Hunter New England,Moree Plains (A),244
30JUN2022,NSW,Hunter New England,Muswellbrook (A),471
30JUN2022,NSW,Hunter New England,Narrabri (A),237
30JUN2022,NSW,Hunter New England,Newcastle (C),5036
30JUN2022,NSW,Hunter New England,Port Stephens (A),2015
30JUN2022,NSW,Hunter New England,Singleton (A),598
30JUN2022,NSW,Hunter New England,Tamworth Regional (A),1715
30JUN2022,NSW,Hunter New England,Tenterfield (A),124
30JUN2022,NSW,Hunter New England,Upper Hunter Shire (A),244
30JUN2022,NSW,Hunter New England,Uralla (A),126
30JUN2022,NSW,Hunter New England,Walcha (A),37
30JUN2022,NSW,Illawarra Shoalhaven,Kiama (A),296
30JUN2022,NSW,Illawarra Shoalhaven,Shellharbour (C),1865
30JUN2022,NSW,Illawarra Shoalhaven,Shoalhaven (C),2640
30JUN2022,NSW,Illawarra Shoalhaven,Wollongong (C),4610
30JUN2022,NSW,Mid North Coast,Bellingen (A),298
30JUN2022,NSW,Mid North Coast,Coffs Harbour (C),2033
30JUN2022,NSW,Mid North Coast,Kempsey (A),1095
30JUN2022,NSW,Mid North Coast,Nambucca Valley (A),549
30JUN2022,NSW,Mid North Coast,Port Macquarie-Hastings (A),2665
30JUN2022,NSW,Murrumbidgee,Albury (C),1760
30JUN2022,NSW,Murrumbidgee,Berrigan (A),163
30JUN2022,NSW,Murrumbidgee,Bland (A),68
30JUN2022,NSW,Murrumbidgee,Carrathool (A),26
30JUN2022,NSW,Murrumbidgee,Coolamon (A),90
30JUN2022,NSW,Murrumbidgee,Cootamundra-Gundagai Regional (A),267
30JUN2022,NSW,Murrumbidgee,Edward River (A),213
30JUN2022,NSW,Murrumbidgee,Federation (A),256
30JUN2022,NSW,Murrumbidgee,Greater Hume Shire (A),255
30JUN2022,NSW,Murrumbidgee,Griffith (C),461
30JUN2022,NSW,Murrumbidgee,Hay (A),45
30JUN2022,NSW,Murrumbidgee,Hilltops (A),457
30JUN2022,NSW,Murrumbidgee,Junee (A),141
30JUN2022,NSW,Murrumbidgee,Leeton (A),217
30JUN2022,NSW,Murrumbidgee,Lockhart (A),81
30JUN2022,NSW,Murrumbidgee,Murray River (A),186
30JUN2022,NSW,Murrumbidgee,Murrumbidgee (A),48
30JUN2022,NSW,Murrumbidgee,Narrandera (A),136
30JUN2022,NSW,Murrumbidgee,Snowy Valleys (A),326
30JUN2022,NSW,Murrumbidgee,Temora (A),122
30JUN2022,NSW,Murrumbidgee,Wagga Wagga (C),1748
30JUN2022,NSW,Nepean Blue Mountains,Blue Mountains (C),1980
30JUN2022,NSW,Nepean Blue Mountains,Hawkesbury (C),1340
30JUN2022,NSW,Nepean Blue Mountains,Lithgow (C),520
30JUN2022,NSW,Nepean Blue Mountains,Penrith (C),5605
30JUN2022,NSW,North Sydney,Hornsby (A),2315
30JUN2022,NSW,North Sydney,Hunters Hill (A),165
30JUN2022,NSW,North Sydney,Ku-ring-gai (A),1340
30JUN2022,NSW,North Sydney,Lane Cove (A),429
30JUN2022,NSW,North Sydney,Mosman (A),211
30JUN2022,NSW,North Sydney,North Sydney (A),525
30JUN2022,NSW,North Sydney,Northern Beaches (A),3183
30JUN2022,NSW,North Sydney,Ryde (C),2047
30JUN2022,NSW,North Sydney,Willoughby (C),783
30JUN2022,NSW,Northern NSW,Ballina (A),1203
30JUN2022,NSW,Northern NSW,Byron (A),524
30JUN2022,NSW,Northern NSW,Clarence Valley (A),1316
30JUN2022,NSW,Northern NSW,Kyogle (A),229
30JUN2022,NSW,Northern NSW,Lismore (C),1510
30JUN2022,NSW,Northern NSW,Richmond Valley (A),733
30JUN2022,NSW,Northern NSW,Tweed (A),2174
30JUN2022,NSW,Other,Other,36
30JUN2022,NSW,South Eastern Sydney,Bayside (A),2383
30JUN2022,NSW,South Eastern Sydney,Georges River (A),2083
30JUN2022,NSW,South Eastern Sydney,Randwick (C),1907
30JUN2022,NSW,South Eastern Sydney,Sutherland Shire (A),3475
30JUN2022,NSW,South Eastern Sydney,Waverley (A),618
30JUN2022,NSW,South Eastern Sydney,Woollahra (A),385
30JUN2022,NSW,South Western Sydney,Camden (A),2559
30JUN2022,NSW,South Western Sydney,Campbelltown (C) (NSW),4847
30JUN2022,NSW,South Western Sydney,Canterbury-Bankstown (A),6764
30JUN2022,NSW,South Western Sydney,Fairfield (C),3860
30JUN2022,NSW,South Western Sydney,Liverpool (C),4816
30JUN2022,NSW,South Western Sydney,Wingecarribee (A),956
30JUN2022,NSW,South Western Sydney,Wollondilly (A),1106
30JUN2022,NSW,Southern NSW,Bega Valley (A),736
30JUN2022,NSW,Southern NSW,Eurobodalla (A),907
30JUN2022,NSW,Southern NSW,Goulburn Mulwaree (A),922
30JUN2022,NSW,Southern NSW,Queanbeyan-Palerang Regional (A),1143
30JUN2022,NSW,Southern NSW,Snowy Monaro Regional (A),337
30JUN2022,NSW,Southern NSW,Upper Lachlan Shire (A),127
30JUN2022,NSW,Southern NSW,Yass Valley (A),317
30JUN2022,NSW,Sydney,Burwood (A),488
30JUN2022,NSW,Sydney,Canada Bay (A),982
30JUN2022,NSW,Sydney,Inner West (A),2431
30JUN2022,NSW,Sydney,Strathfield (A),516
30JUN2022,NSW,Sydney,Sydney (C),1997
30JUN2022,NSW,Western NSW,Bathurst Regional (A),1133
30JUN2022,NSW,Western NSW,Blayney (A),134
30JUN2022,NSW,Western NSW,Bogan (A),45
30JUN2022,NSW,Western NSW,Bourke (A),81
30JUN2022,NSW,Western NSW,Cabonne (A),206
30JUN2022,NSW,Western NSW,Cobar (A),80
30JUN2022,NSW,Western NSW,Coonamble (A),155
30JUN2022,NSW,Western NSW,Cowra (A),316
30JUN2022,NSW,Western NSW,Dubbo Regional (A),1390
30JUN2022,NSW,Western NSW,Forbes (A),213
30JUN2022,NSW,Western NSW,Gilgandra (A),117
30JUN2022,NSW,Western NSW,Lachlan (A),118
30JUN2022,NSW,Western NSW,Mid-Western Regional (A),558
30JUN2022,NSW,Western NSW,Narromine (A),147
30JUN2022,NSW,Western NSW,Oberon (A),81
30JUN2022,NSW,Western NSW,Orange (C),1306
30JUN2022,NSW,Western NSW,Parkes (A),313
30JUN2022,NSW,Western NSW,Walgett (A),98
30JUN2022,NSW,Western NSW,Warren (A),51
30JUN2022,NSW,Western NSW,Warrumbungle Shire (A),219
30JUN2022,NSW,Western NSW,Weddin (A),65
30JUN2022,NSW,Western Sydney,Blacktown (C),8406
30JUN2022,NSW,Western Sydney,Cumberland (A),4433
30JUN2022,NSW,Western Sydney,Parramatta (C),3706
30JUN2022,NSW,Western Sydney,The Hills Shire (A),2605
30JUN2022,NT,Barkly,Barkly (R),146
30JUN2022,NT,Central Australia,Alice Springs (T),659
30JUN2022,NT,Central Australia,Central Desert (R),70
30JUN2022,NT,Central Australia,MacDonnell (R),99
30JUN2022,NT,Darwin Remote,Roper Gulf (R),96
30JUN2022,NT,Darwin Remote,Tiwi Islands (R),116
30JUN2022,NT,Darwin Remote,Victoria Daly (R),26
30JUN2022,NT,Darwin Remote,West Arnhem (R),139
30JUN2022,NT,Darwin Remote,West Daly (R),61
30JUN2022,NT,Darwin Urban,Darwin (C),1515
30JUN2022,NT,Darwin Urban,Litchfield (M),340
30JUN2022,NT,Darwin Urban,Palmerston (C),1016
30JUN2022,NT,East Arnhem,East Arnhem (R),206
30JUN2022,NT,Katherine,Katherine (T),238
30JUN2022,NT,Other,Other,36
30JUN2022,NT,Unincorporated NT,Unincorporated NT,130
30JUN2022,OT,Other Territories,Unincorp. Other Territories,57
30JUN2022,QLD,Beenleigh,Logan (C),8423
30JUN2022,QLD,Beenleigh,Redland (C),3564
30JUN2022,QLD,Brisbane,Brisbane (C),20789
30JUN2022,QLD,Bundaberg,Bundaberg (R),3207
30JUN2022,QLD,Caboolture/Strathpine,Moreton Bay (R),12085
30JUN2022,QLD,Cairns,Aurukun (S),46
30JUN2022,QLD,Cairns,Cairns (R),3448
30JUN2022,QLD,Cairns,Cassowary Coast (R),533
30JUN2022,QLD,Cairns,Cook (S),40
30JUN2022,QLD,Cairns,Douglas (S),166
30JUN2022,QLD,Cairns,Hope Vale (S),26
30JUN2022,QLD,Cairns,Kowanyama (S),28
30JUN2022,QLD,Cairns,Mareeba (S),374
30JUN2022,QLD,Cairns,Northern Peninsula Area (R),47
30JUN2022,QLD,Cairns,Tablelands (R),531
30JUN2022,QLD,Cairns,Torres (S),48
30JUN2022,QLD,Cairns,Torres Strait Island (R),40
30JUN2022,QLD,Cairns,Weipa (T),57
30JUN2022,QLD,Cairns,Yarrabah (S),61
30JUN2022,QLD,Ipswich,Ipswich (C),6490
30JUN2022,QLD,Ipswich,Lockyer Valley (R),906
30JUN2022,QLD,Ipswich,Scenic Rim (R),885
30JUN2022,QLD,Ipswich,Somerset (R),625
30JUN2022,QLD,Mackay,Isaac (R),218
30JUN2022,QLD,Mackay,Mackay (R),2817
30JUN2022,QLD,Mackay,Whitsunday (R),588
30JUN2022,QLD,Maroochydore,Gympie (R),1689
30JUN2022,QLD,Maroochydore,Noosa (S),885
30JUN2022,QLD,Maroochydore,Sunshine Coast (R),7183
30JUN2022,QLD,Maryborough,Cherbourg (S),63
30JUN2022,QLD,Maryborough,Fraser Coast (R),3319
30JUN2022,QLD,Maryborough,North Burnett (R),198
30JUN2022,QLD,Maryborough,South Burnett (R),1011
30JUN2022,QLD,Other,Other,152
30JUN2022,QLD,Robina,Gold Coast (C),11516
30JUN2022,QLD,Rockhampton,Banana (S),268
30JUN2022,QLD,Rockhampton,Barcaldine (R),41
30JUN2022,QLD,Rockhampton,Central Highlands (R) (Qld),513
30JUN2022,QLD,Rockhampton,Gladstone (R),1703
30JUN2022,QLD,Rockhampton,Livingstone (S),793
30JUN2022,QLD,Rockhampton,Longreach (R),59
30JUN2022,QLD,Rockhampton,Rockhampton (R),2785
30JUN2022,QLD,Rockhampton,Woorabinda (S),28
30JUN2022,QLD,Toowoomba,Balonne (S),61
30JUN2022,QLD,Toowoomba,Goondiwindi (R),200
30JUN2022,QLD,Toowoomba,Maranoa (R),245
30JUN2022,QLD,Toowoomba,Murweh (S),103
30JUN2022,QLD,Toowoomba,Paroo (S),27
30JUN2022,QLD,Toowoomba,Southern Downs (R),930
30JUN2022,QLD,Toowoomba,Toowoomba (R),4700
30JUN2022,QLD,Toowoomba,Western Downs (R),762
30JUN2022,QLD,Townsville,Burdekin (S),355
30JUN2022,QLD,Townsville,Carpentaria (S),55
30JUN2022,QLD,Townsville,Charters Towers (R),254
30JUN2022,QLD,Townsville,Cloncurry (S),29
30JUN2022,QLD,Townsville,Doomadgee (S),42
30JUN2022,QLD,Townsville,Flinders (S) (Qld),23
30JUN2022,QLD,Townsville,Hinchinbrook (S),238
30JUN2022,QLD,Townsville,Mornington (S),20
30JUN2022,QLD,Townsville,Mount Isa (C),307
30JUN2022,QLD,Townsville,Palm Island (S),84
30JUN2022,QLD,Townsville,Townsville (C),5145
30JUN2022,SA,Adelaide Hills,Adelaide Hills (DC),706
30JUN2022,SA,Adelaide Hills,Mount Barker (DC),1073
30JUN2022,SA,"Barossa, Light and Lower North",Adelaide Plains (DC),267
30JUN2022,SA,"Barossa, Light and Lower North",Barossa (DC),628
30JUN2022,SA,"Barossa, Light and Lower North",Gawler (T),907
30JUN2022,SA,"Barossa, Light and Lower North",Light (RegC),437
30JUN2022,SA,Eastern Adelaide,Adelaide (C),420
30JUN2022,SA,Eastern Adelaide,Burnside (C),734
30JUN2022,SA,Eastern Adelaide,Campbelltown (C) (SA),1154
30JUN2022,SA,Eastern Adelaide,Norwood Payneham St Peters (C),574
30JUN2022,SA,Eastern Adelaide,Prospect (C),399
30JUN2022,SA,Eastern Adelaide,Unley (C),639
30JUN2022,SA,Eastern Adelaide,Walkerville (M),112
30JUN2022,SA,Eyre and Western,Ceduna (DC),88
30JUN2022,SA,Eyre and Western,Cleve (DC),35
30JUN2022,SA,Eyre and Western,Kimba (DC),22
30JUN2022,SA,Eyre and Western,Lower Eyre Peninsula (DC),100
30JUN2022,SA,Eyre and Western,Port Lincoln (C),452
30JUN2022,SA,Eyre and Western,Tumby Bay (DC),60
30JUN2022,SA,Eyre and Western,Whyalla (C),591
30JUN2022,SA,Eyre and Western,Wudinna (DC),21
30JUN2022,SA,Far North (SA),Anangu Pitjantjatjara (AC),80
30JUN2022,SA,Far North (SA),Flinders Ranges (DC),31
30JUN2022,SA,Far North (SA),Port Augusta (C),328
30JUN2022,SA,Far North (SA),Roxby Downs (M),34
30JUN2022,SA,Fleurieu and Kangaroo Island,Alexandrina (DC),710
30JUN2022,SA,Fleurieu and Kangaroo Island,Kangaroo Island (DC),86
30JUN2022,SA,Fleurieu and Kangaroo Island,Victor Harbor (C),401
30JUN2022,SA,Fleurieu and Kangaroo Island,Yankalilla (DC),104
30JUN2022,SA,Limestone Coast,Grant (DC),177
30JUN2022,SA,Limestone Coast,Kingston (DC) (SA),32
30JUN2022,SA,Limestone Coast,Mount Gambier (C),827
30JUN2022,SA,Limestone Coast,Naracoorte and Lucindale (DC),140
30JUN2022,SA,Limestone Coast,Tatiara (DC),78
30JUN2022,SA,Limestone Coast,Wattle Range (DC),268
30JUN2022,SA,Murray and Mallee,Berri and Barmera (DC),338
30JUN2022,SA,Murray and Mallee,Karoonda East Murray (DC),22
30JUN2022,SA,Murray and Mallee,Loxton Waikerie (DC),289
30JUN2022,SA,Murray and Mallee,Mid Murray (DC),182
30JUN2022,SA,Murray and Mallee,Murray Bridge (RC),758
30JUN2022,SA,Murray and Mallee,Renmark Paringa (DC),210
30JUN2022,SA,Murray and Mallee,Southern Mallee (DC),22
30JUN2022,SA,Murray and Mallee,The Coorong (DC),102
30JUN2022,SA,Northern Adelaide,Playford (C),4547
30JUN2022,SA,Northern Adelaide,Port Adelaide Enfield (C),3978
30JUN2022,SA,Northern Adelaide,Salisbury (C),4820
30JUN2022,SA,Northern Adelaide,Tea Tree Gully (C),2474
30JUN2022,SA,Other,Anangu Pitjantjatjara (AC),57
30JUN2022,SA,Other,Other,96
30JUN2022,SA,Southern Adelaide,Holdfast Bay (C),852
30JUN2022,SA,Southern Adelaide,Marion (C),2629
30JUN2022,SA,Southern Adelaide,Mitcham (C),1448
30JUN2022,SA,Southern Adelaide,Onkaparinga (C),5169
30JUN2022,SA,Unincorporated SA,Unincorporated SA,30
30JUN2022,SA,Western Adelaide,Charles Sturt (C),2860
30JUN2022,SA,Western Adelaide,West Torrens (C),1209
30JUN2022,SA,Yorke and Mid North,Barunga West (DC),44
30JUN2022,SA,Yorke and Mid North,Clare and Gilbert Valleys (DC),179
30JUN2022,SA,Yorke and Mid North,Copper Coast (DC),412
30JUN2022,SA,Yorke and Mid North,Goyder (DC),99
30JUN2022,SA,Yorke and Mid North,Mount Remarkable (DC),45
30JUN2022,SA,Yorke and Mid North,Northern Areas (DC),75
30JUN2022,SA,Yorke and Mid North,Peterborough (DC),43
30JUN2022,SA,Yorke and Mid North,Port Pirie City and Dists (M),535
30JUN2022,SA,Yorke and Mid North,Wakefield (DC),211
30JUN2022,SA,Yorke and Mid North,Yorke Peninsula (DC),187
30JUN2022,TAS,Other,Other,41
30JUN2022,TAS,TAS North,Break O'Day (M),145
30JUN2022,TAS,TAS North,Dorset (M),113
30JUN2022,TAS,TAS North,George Town (M),182
30JUN2022,TAS,TAS North,Launceston (C),1850
30JUN2022,TAS,TAS North,Meander Valley (M),434
30JUN2022,TAS,TAS North,Northern Midlands (M),268
30JUN2022,TAS,TAS North,West Tamar (M),475
30JUN2022,TAS,TAS North West,Burnie (C),545
30JUN2022,TAS,TAS North West,Central Coast (M) (Tas.),487
30JUN2022,TAS,TAS North West,Circular Head (M),140
30JUN2022,TAS,TAS North West,Devonport (C),763
30JUN2022,TAS,TAS North West,Kentish (M),120
30JUN2022,TAS,TAS North West,Latrobe (M) (Tas.),213
30JUN2022,TAS,TAS North West,Waratah/Wynyard (M),364
30JUN2022,TAS,TAS North West,West Coast (M),95
30JUN2022,TAS,TAS South East,Brighton (M),575
30JUN2022,TAS,TAS South East,Clarence (C),1278
30JUN2022,TAS,TAS South East,Derwent Valley (M),317
30JUN2022,TAS,TAS South East,Glamorgan/Spring Bay (M),48
30JUN2022,TAS,TAS South East,Sorell (M),306
30JUN2022,TAS,TAS South East,Southern Midlands (M),121
30JUN2022,TAS,TAS South East,Tasman (M),38
30JUN2022,TAS,TAS South West,Glenorchy (C),1467
30JUN2022,TAS,TAS South West,Hobart (C),776
30JUN2022,TAS,TAS South West,Huon Valley (M),325
30JUN2022,TAS,TAS South West,Kingborough (M),618
30JUN2022,VIC,Barwon,Colac-Otway (S),686
30JUN2022,VIC,Barwon,Greater Geelong (C),8674
30JUN2022,VIC,Barwon,Queenscliffe (B),37
30JUN2022,VIC,Barwon,Surf Coast (S),552
30JUN2022,VIC,Bayside Peninsula,Bayside (C),1300
30JUN2022,VIC,Bayside Peninsula,Frankston (C),4096
30JUN2022,VIC,Bayside Peninsula,Glen Eira (C),2416
30JUN2022,VIC,Bayside Peninsula,Kingston (C) (Vic.),3061
30JUN2022,VIC,Bayside Peninsula,Mornington Peninsula (S),3761
30JUN2022,VIC,Bayside Peninsula,Port Phillip (C),1611
30JUN2022,VIC,Bayside Peninsula,Stonnington (C),1083
30JUN2022,VIC,Brimbank Melton,Brimbank (C),4466
30JUN2022,VIC,Brimbank Melton,Melton (C),4837
30JUN2022,VIC,Central Highlands,Ararat (RC),364
30JUN2022,VIC,Central Highlands,Ballarat (C),3283
30JUN2022,VIC,Central Highlands,Golden Plains (S),617
30JUN2022,VIC,Central Highlands,Hepburn (S),291
30JUN2022,VIC,Central Highlands,Moorabool (S),883
30JUN2022,VIC,Central Highlands,Pyrenees (S),148
30JUN2022,VIC,Goulburn,Greater Shepparton (C),1839
30JUN2022,VIC,Goulburn,Mitchell (S),1080
30JUN2022,VIC,Goulburn,Moira (S),734
30JUN2022,VIC,Goulburn,Murrindindi (S),275
30JUN2022,VIC,Goulburn,Strathbogie (S),181
30JUN2022,VIC,Hume Moreland,Hume (C),6605
30JUN2022,VIC,Hume Moreland,Moreland (C),3304
30JUN2022,VIC,Inner East Melbourne,Boroondara (C),2204
30JUN2022,VIC,Inner East Melbourne,Manningham (C),1901
30JUN2022,VIC,Inner East Melbourne,Monash (C),2899
30JUN2022,VIC,Inner East Melbourne,Whitehorse (C),3228
30JUN2022,VIC,Inner Gippsland,Bass Coast (S),814
30JUN2022,VIC,Inner Gippsland,Baw Baw (S),1409
30JUN2022,VIC,Inner Gippsland,Latrobe (C) (Vic.),2507
30JUN2022,VIC,Inner Gippsland,South Gippsland (S),660
30JUN2022,VIC,Loddon,Campaspe (S),1061
30JUN2022,VIC,Loddon,Central Goldfields (S),440
30JUN2022,VIC,Loddon,Greater Bendigo (C),4243
30JUN2022,VIC,Loddon,Loddon (S),148
30JUN2022,VIC,Loddon,Macedon Ranges (S),1124
30JUN2022,VIC,Loddon,Mount Alexander (S),459
30JUN2022,VIC,Mallee,Buloke (S),133
30JUN2022,VIC,Mallee,Gannawarra (S),217
30JUN2022,VIC,Mallee,Mildura (RC),1551
30JUN2022,VIC,Mallee,Swan Hill (RC),501
30JUN2022,VIC,North East Melbourne,Banyule (C),2860
30JUN2022,VIC,North East Melbourne,Darebin (C),3300
30JUN2022,VIC,North East Melbourne,Nillumbik (S),1205
30JUN2022,VIC,North East Melbourne,Whittlesea (C),4908
30JUN2022,VIC,North East Melbourne,Yarra (C),1343
30JUN2022,VIC,Other,Other,<11
30JUN2022,VIC,Outer East Melbourne,Knox (C),3394
30JUN2022,VIC,Outer East Melbourne,Maroondah (C),3149
30JUN2022,VIC,Outer East Melbourne,Yarra Ranges (S),3640
30JUN2022,VIC,Outer Gippsland,East Gippsland (S),1283
30JUN2022,VIC,Outer Gippsland,Wellington (S),1132
30JUN2022,VIC,Ovens Murray,Alpine (S),200
30JUN2022,VIC,Ovens Murray,Benalla (RC),398
30JUN2022,VIC,Ovens Murray,Indigo (S),334
30JUN2022,VIC,Ovens Murray,Mansfield (S),149
30JUN2022,VIC,Ovens Murray,Towong (S),127
30JUN2022,VIC,Ovens Murray,Wangaratta (RC),866
30JUN2022,VIC,Ovens Murray,Wodonga (C),1561
30JUN2022,VIC,Southern Melbourne,Cardinia (S),2522
30JUN2022,VIC,Southern Melbourne,Casey (C),7528
30JUN2022,VIC,Southern Melbourne,Greater Dandenong (C),3184
30JUN2022,VIC,Western District,Corangamite (S),420
30JUN2022,VIC,Western District,Glenelg (S),461
30JUN2022,VIC,Western District,Hindmarsh (S),105
30JUN2022,VIC,Western District,Horsham (RC),599
30JUN2022,VIC,Western District,Moyne (S),328
30JUN2022,VIC,Western District,Northern Grampians (S),322
30JUN2022,VIC,Western District,Southern Grampians (S),387
30JUN2022,VIC,Western District,Warrnambool (C),1136
30JUN2022,VIC,Western District,West Wimmera (S),64
30JUN2022,VIC,Western District,Yarriambiack (S),189
30JUN2022,VIC,Western Melbourne,Hobsons Bay (C),1878
30JUN2022,VIC,Western Melbourne,Maribyrnong (C),1719
30JUN2022,VIC,Western Melbourne,Melbourne (C),1301
30JUN2022,VIC,Western Melbourne,Moonee Valley (C),2071
30JUN2022,VIC,Western Melbourne,Wyndham (C),6488
30JUN2022,WA,Central North Metro,Cambridge (T),301
30JUN2022,WA,Central North Metro,Claremont (T),145
30JUN2022,WA,Central North Metro,Cottesloe (T),48
30JUN2022,WA,Central North Metro,Mosman Park (T),140
30JUN2022,WA,Central North Metro,Nedlands (C),354
30JUN2022,WA,Central North Metro,Perth (C),297
30JUN2022,WA,Central North Metro,Stirling (C),3381
30JUN2022,WA,Central North Metro,Subiaco (C),228
30JUN2022,WA,Central North Metro,Vincent (C),433
30JUN2022,WA,Central South Metro,Cockburn (C),2213
30JUN2022,WA,Central South Metro,East Fremantle (T),74
30JUN2022,WA,Central South Metro,Fremantle (C),508
30JUN2022,WA,Central South Metro,Kwinana (C),1070
30JUN2022,WA,Central South Metro,Melville (C),1463
30JUN2022,WA,Central South Metro,South Perth (C),524
30JUN2022,WA,Goldfields-Esperance,Coolgardie (S),45
30JUN2022,WA,Goldfields-Esperance,Esperance (S),232
30JUN2022,WA,Goldfields-Esperance,Kalgoorlie/Boulder (C),417
30JUN2022,WA,Goldfields-Esperance,Ngaanyatjarraku (S),44
30JUN2022,WA,Goldfields-Esperance,Ravensthorpe (S),21
30JUN2022,WA,Great Southern,Albany (C),818
30JUN2022,WA,Great Southern,Broomehill-Tambellup (S),20
30JUN2022,WA,Great Southern,Denmark (S),77
30JUN2022,WA,Great Southern,Katanning (S),53
30JUN2022,WA,Great Southern,Kojonup (S),20
30JUN2022,WA,Great Southern,Plantagenet (S),84
30JUN2022,WA,Kimberley-Pilbara,Ashburton (S),49
30JUN2022,WA,Kimberley-Pilbara,Broome (S),355
30JUN2022,WA,Kimberley-Pilbara,Derby-West Kimberley (S),188
30JUN2022,WA,Kimberley-Pilbara,East Pilbara (S),85
30JUN2022,WA,Kimberley-Pilbara,Halls Creek (S),87
30JUN2022,WA,Kimberley-Pilbara,Karratha (C),323
30JUN2022,WA,Kimberley-Pilbara,Port Hedland (T),242
30JUN2022,WA,Kimberley-Pilbara,Wyndham-East Kimberley (S),130
30JUN2022,WA,Midwest-Gascoyne,Carnarvon (S),58
30JUN2022,WA,Midwest-Gascoyne,Chapman Valley (S),23
30JUN2022,WA,Midwest-Gascoyne,Exmouth (S),23
30JUN2022,WA,Midwest-Gascoyne,Greater Geraldton (C),883
30JUN2022,WA,Midwest-Gascoyne,Irwin (S),43
30JUN2022,WA,Midwest-Gascoyne,Northampton (S),42
30JUN2022,WA,North East Metro,Bassendean (T),454
30JUN2022,WA,North East Metro,Bayswater (C),1131
30JUN2022,WA,North East Metro,Kalamunda (C),1146
30JUN2022,WA,North East Metro,Mundaring (S),780
30JUN2022,WA,North East Metro,Swan (C),3628
30JUN2022,WA,North Metro,Joondalup (C),2362
30JUN2022,WA,North Metro,Wanneroo (C),3781
30JUN2022,WA,Other,Other,483
30JUN2022,WA,South East Metro,Belmont (C),712
30JUN2022,WA,South East Metro,Canning (C),1532
30JUN2022,WA,South East Metro,Gosnells (C),2398
30JUN2022,WA,South East Metro,Victoria Park (T),632
30JUN2022,WA,South Metro,Armadale (C),1982
30JUN2022,WA,South Metro,Mandurah (C),1675
30JUN2022,WA,South Metro,Murray (S),349
30JUN2022,WA,South Metro,Rockingham (C),2736
30JUN2022,WA,South Metro,Serpentine-Jarrahdale (S),487
30JUN2022,WA,South West,Augusta-Margaret River (S),290
30JUN2022,WA,South West,Boyup Brook (S),24
30JUN2022,WA,South West,Bridgetown-Greenbushes (S),152
30JUN2022,WA,South West,Bunbury (C),835
30JUN2022,WA,South West,Busselton (C),858
30JUN2022,WA,South West,Capel (S),333
30JUN2022,WA,South West,Collie (S),191
30JUN2022,WA,South West,Dardanup (S),271
30JUN2022,WA,South West,Donnybrook-Balingup (S),137
30JUN2022,WA,South West,Harvey (S),493
30JUN2022,WA,South West,Manjimup (S),229
30JUN2022,WA,South West,Waroona (S),55
30JUN2022,WA,Wheat Belt,Beverley (S),26
30JUN2022,WA,Wheat Belt,Chittering (S),94
30JUN2022,WA,Wheat Belt,Cunderdin (S),22
30JUN2022,WA,Wheat Belt,Dandaragan (S),44
30JUN2022,WA,Wheat Belt,Gingin (S),63
30JUN2022,WA,Wheat Belt,Kellerberrin (S),26
30JUN2022,WA,Wheat Belt,Merredin (S),48
