ReportDt,StateCd,RsdsInSrvcDstrctNm,LGANm2020,PrtcpntCnt
31DEC2021,NSW,Hunter New England,Inverell (A),422
31DEC2021,NSW,Hunter New England,Lake Macquarie (C),6081
31DEC2021,NSW,Hunter New England,Liverpool Plains (A),168
31DEC2021,NSW,Hunter New England,Maitland (C),3348
31DEC2021,NSW,Hunter New England,Mid-Coast (A),2355
31DEC2021,NSW,Hunter New England,Moree Plains (A),233
31DEC2021,NSW,Hunter New England,Muswellbrook (A),447
31DEC2021,NSW,Hunter New England,Narrabri (A),233
31DEC2021,NSW,Hunter New England,Newcastle (C),4872
31DEC2021,NSW,Hunter New England,Port Stephens (A),1949
31DEC2021,NSW,Hunter New England,Singleton (A),560
31DEC2021,NSW,Hunter New England,Tamworth Regional (A),1643
31DEC2021,NSW,Hunter New England,Tenterfield (A),109
31DEC2021,NSW,Hunter New England,Upper Hunter Shire (A),228
31DEC2021,NSW,Hunter New England,Uralla (A),109
31DEC2021,NSW,Hunter New England,Walcha (A),37
31DEC2021,NSW,Illawarra Shoalhaven,Kiama (A),288
31DEC2021,NSW,Illawarra Shoalhaven,Shellharbour (C),1754
31DEC2021,NSW,Illawarra Shoalhaven,Shoalhaven (C),2545
31DEC2021,NSW,Illawarra Shoalhaven,Wollongong (C),4424
31DEC2021,NSW,Mid North Coast,Bellingen (A),293
31DEC2021,NSW,Mid North Coast,Coffs Harbour (C),1965
31DEC2021,NSW,Mid North Coast,Kempsey (A),1035
31DEC2021,NSW,Mid North Coast,Nambucca Valley (A),543
31DEC2021,NSW,Mid North Coast,Port Macquarie-Hastings (A),2511
31DEC2021,NSW,Murrumbidgee,Albury (C),1692
31DEC2021,NSW,Murrumbidgee,Berrigan (A),162
31DEC2021,NSW,Murrumbidgee,Bland (A),64
31DEC2021,NSW,Murrumbidgee,Carrathool (A),23
31DEC2021,NSW,Murrumbidgee,Coolamon (A),79
31DEC2021,NSW,Murrumbidgee,Cootamundra-Gundagai Regional (A),256
31DEC2021,NSW,Murrumbidgee,Edward River (A),212
31DEC2021,NSW,Murrumbidgee,Federation (A),251
31DEC2021,NSW,Murrumbidgee,Greater Hume Shire (A),246
31DEC2021,NSW,Murrumbidgee,Griffith (C),441
31DEC2021,NSW,Murrumbidgee,Hay (A),42
31DEC2021,NSW,Murrumbidgee,Hilltops (A),432
31DEC2021,NSW,Murrumbidgee,Junee (A),132
31DEC2021,NSW,Murrumbidgee,Leeton (A),204
31DEC2021,NSW,Murrumbidgee,Lockhart (A),73
31DEC2021,NSW,Murrumbidgee,Murray River (A),183
31DEC2021,NSW,Murrumbidgee,Murrumbidgee (A),47
31DEC2021,NSW,Murrumbidgee,Narrandera (A),126
31DEC2021,NSW,Murrumbidgee,Snowy Valleys (A),314
31DEC2021,NSW,Murrumbidgee,Temora (A),121
31DEC2021,NSW,Murrumbidgee,Wagga Wagga (C),1680
31DEC2021,NSW,Nepean Blue Mountains,Blue Mountains (C),1884
31DEC2021,NSW,Nepean Blue Mountains,Hawkesbury (C),1281
31DEC2021,NSW,Nepean Blue Mountains,Lithgow (C),498
31DEC2021,NSW,Nepean Blue Mountains,Penrith (C),5311
31DEC2021,NSW,North Sydney,Hornsby (A),2216
31DEC2021,NSW,North Sydney,Hunters Hill (A),161
31DEC2021,NSW,North Sydney,Ku-ring-gai (A),1293
31DEC2021,NSW,North Sydney,Lane Cove (A),399
31DEC2021,NSW,North Sydney,Mosman (A),209
31DEC2021,NSW,North Sydney,North Sydney (A),483
31DEC2021,NSW,North Sydney,Northern Beaches (A),3067
31DEC2021,NSW,North Sydney,Ryde (C),1933
31DEC2021,NSW,North Sydney,Willoughby (C),739
31DEC2021,NSW,Northern NSW,Ballina (A),1176
31DEC2021,NSW,Northern NSW,Byron (A),523
31DEC2021,NSW,Northern NSW,Clarence Valley (A),1243
31DEC2021,NSW,Northern NSW,Kyogle (A),230
31DEC2021,NSW,Northern NSW,Lismore (C),1455
31DEC2021,NSW,Northern NSW,Richmond Valley (A),692
31DEC2021,NSW,Northern NSW,Tweed (A),2089
31DEC2021,NSW,Other,Other,21
31DEC2021,NSW,South Eastern Sydney,Bayside (A),2257
31DEC2021,NSW,South Eastern Sydney,Georges River (A),1988
31DEC2021,NSW,South Eastern Sydney,Randwick (C),1784
31DEC2021,NSW,South Eastern Sydney,Sutherland Shire (A),3296
31DEC2021,NSW,South Eastern Sydney,Waverley (A),588
31DEC2021,NSW,South Eastern Sydney,Woollahra (A),362
31DEC2021,NSW,South Western Sydney,Camden (A),2364
31DEC2021,NSW,South Western Sydney,Campbelltown (C) (NSW),4573
31DEC2021,NSW,South Western Sydney,Canterbury-Bankstown (A),6409
31DEC2021,NSW,South Western Sydney,Fairfield (C),3657
31DEC2021,NSW,South Western Sydney,Liverpool (C),4574
31DEC2021,NSW,South Western Sydney,Wingecarribee (A),940
31DEC2021,NSW,South Western Sydney,Wollondilly (A),1025
31DEC2021,NSW,Southern NSW,Bega Valley (A),714
31DEC2021,NSW,Southern NSW,Eurobodalla (A),877
31DEC2021,NSW,Southern NSW,Goulburn Mulwaree (A),879
31DEC2021,NSW,Southern NSW,Queanbeyan-Palerang Regional (A),1100
31DEC2021,NSW,Southern NSW,Snowy Monaro Regional (A),333
31DEC2021,NSW,Southern NSW,Upper Lachlan Shire (A),129
31DEC2021,NSW,Southern NSW,Yass Valley (A),307
31DEC2021,NSW,Sydney,Burwood (A),438
31DEC2021,NSW,Sydney,Canada Bay (A),950
31DEC2021,NSW,Sydney,Inner West (A),2329
31DEC2021,NSW,Sydney,Strathfield (A),488
31DEC2021,NSW,Sydney,Sydney (C),1887
31DEC2021,NSW,Western NSW,Bathurst Regional (A),1082
31DEC2021,NSW,Western NSW,Blayney (A),129
31DEC2021,NSW,Western NSW,Bogan (A),38
31DEC2021,NSW,Western NSW,Bourke (A),79
31DEC2021,NSW,Western NSW,Brewarrina (A),20
31DEC2021,NSW,Western NSW,Cabonne (A),199
31DEC2021,NSW,Western NSW,Cobar (A),71
31DEC2021,NSW,Western NSW,Coonamble (A),137
31DEC2021,NSW,Western NSW,Cowra (A),292
31DEC2021,NSW,Western NSW,Dubbo Regional (A),1352
31DEC2021,NSW,Western NSW,Forbes (A),201
31DEC2021,NSW,Western NSW,Gilgandra (A),111
31DEC2021,NSW,Western NSW,Lachlan (A),116
31DEC2021,NSW,Western NSW,Mid-Western Regional (A),520
31DEC2021,NSW,Western NSW,Narromine (A),139
31DEC2021,NSW,Western NSW,Oberon (A),79
31DEC2021,NSW,Western NSW,Orange (C),1246
31DEC2021,NSW,Western NSW,Parkes (A),302
31DEC2021,NSW,Western NSW,Walgett (A),89
31DEC2021,NSW,Western NSW,Warren (A),51
31DEC2021,NSW,Western NSW,Warrumbungle Shire (A),206
31DEC2021,NSW,Western NSW,Weddin (A),56
31DEC2021,NSW,Western Sydney,Blacktown (C),7938
31DEC2021,NSW,Western Sydney,Cumberland (A),4185
31DEC2021,NSW,Western Sydney,Parramatta (C),3580
31DEC2021,NSW,Western Sydney,The Hills Shire (A),2439
31DEC2021,NT,Barkly,Barkly (R),160
31DEC2021,NT,Central Australia,Alice Springs (T),592
31DEC2021,NT,Central Australia,Central Desert (R),56
31DEC2021,NT,Central Australia,MacDonnell (R),87
31DEC2021,NT,Darwin Remote,Roper Gulf (R),93
31DEC2021,NT,Darwin Remote,Tiwi Islands (R),113
31DEC2021,NT,Darwin Remote,Victoria Daly (R),22
31DEC2021,NT,Darwin Remote,West Arnhem (R),143
31DEC2021,NT,Darwin Remote,West Daly (R),63
31DEC2021,NT,Darwin Urban,Darwin (C),1449
31DEC2021,NT,Darwin Urban,Litchfield (M),307
31DEC2021,NT,Darwin Urban,Palmerston (C),914
31DEC2021,NT,East Arnhem,East Arnhem (R),210
31DEC2021,NT,Katherine,Katherine (T),206
31DEC2021,NT,Other,Other,51
31DEC2021,NT,Unincorporated NT,Unincorporated NT,121
31DEC2021,OT,Other Territories,Unincorp. Other Territories,46
31DEC2021,QLD,Beenleigh,Logan (C),7392
31DEC2021,QLD,Beenleigh,Redland (C),3267
31DEC2021,QLD,Brisbane,Brisbane (C),19139
31DEC2021,QLD,Bundaberg,Bundaberg (R),2995
31DEC2021,QLD,Caboolture/Strathpine,Moreton Bay (R),11002
31DEC2021,QLD,Cairns,Aurukun (S),41
31DEC2021,QLD,Cairns,Cairns (R),3150
31DEC2021,QLD,Cairns,Cassowary Coast (R),491
31DEC2021,QLD,Cairns,Cook (S),42
31DEC2021,QLD,Cairns,Douglas (S),144
31DEC2021,QLD,Cairns,Hope Vale (S),24
31DEC2021,QLD,Cairns,Kowanyama (S),27
31DEC2021,QLD,Cairns,Mareeba (S),346
31DEC2021,QLD,Cairns,Northern Peninsula Area (R),43
31DEC2021,QLD,Cairns,Tablelands (R),476
31DEC2021,QLD,Cairns,Torres (S),50
31DEC2021,QLD,Cairns,Torres Strait Island (R),37
31DEC2021,QLD,Cairns,Weipa (T),60
31DEC2021,QLD,Cairns,Yarrabah (S),57
31DEC2021,QLD,Ipswich,Ipswich (C),5978
31DEC2021,QLD,Ipswich,Lockyer Valley (R),833
31DEC2021,QLD,Ipswich,Scenic Rim (R),829
31DEC2021,QLD,Ipswich,Somerset (R),591
31DEC2021,QLD,Mackay,Isaac (R),184
31DEC2021,QLD,Mackay,Mackay (R),2624
31DEC2021,QLD,Mackay,Whitsunday (R),529
31DEC2021,QLD,Maroochydore,Gympie (R),1573
31DEC2021,QLD,Maroochydore,Noosa (S),810
31DEC2021,QLD,Maroochydore,Sunshine Coast (R),6580
31DEC2021,QLD,Maryborough,Cherbourg (S),45
31DEC2021,QLD,Maryborough,Fraser Coast (R),3086
31DEC2021,QLD,Maryborough,North Burnett (R),190
31DEC2021,QLD,Maryborough,South Burnett (R),914
31DEC2021,QLD,Other,Other,133
31DEC2021,QLD,Robina,Gold Coast (C),10466
31DEC2021,QLD,Rockhampton,Banana (S),258
31DEC2021,QLD,Rockhampton,Barcaldine (R),35
31DEC2021,QLD,Rockhampton,Central Highlands (R) (Qld),460
31DEC2021,QLD,Rockhampton,Gladstone (R),1570
31DEC2021,QLD,Rockhampton,Livingstone (S),727
31DEC2021,QLD,Rockhampton,Longreach (R),54
31DEC2021,QLD,Rockhampton,Rockhampton (R),2554
31DEC2021,QLD,Rockhampton,Woorabinda (S),29
31DEC2021,QLD,Toowoomba,Balonne (S),56
31DEC2021,QLD,Toowoomba,Goondiwindi (R),184
31DEC2021,QLD,Toowoomba,Maranoa (R),207
31DEC2021,QLD,Toowoomba,Murweh (S),93
31DEC2021,QLD,Toowoomba,Paroo (S),27
31DEC2021,QLD,Toowoomba,Quilpie (S),22
31DEC2021,QLD,Toowoomba,Southern Downs (R),873
31DEC2021,QLD,Toowoomba,Toowoomba (R),4375
31DEC2021,QLD,Toowoomba,Western Downs (R),697
31DEC2021,QLD,Townsville,Burdekin (S),329
31DEC2021,QLD,Townsville,Carpentaria (S),37
31DEC2021,QLD,Townsville,Charters Towers (R),228
31DEC2021,QLD,Townsville,Cloncurry (S),21
31DEC2021,QLD,Townsville,Doomadgee (S),41
31DEC2021,QLD,Townsville,Flinders (S) (Qld),23
31DEC2021,QLD,Townsville,Hinchinbrook (S),218
31DEC2021,QLD,Townsville,Mornington (S),22
31DEC2021,QLD,Townsville,Mount Isa (C),305
31DEC2021,QLD,Townsville,Palm Island (S),64
31DEC2021,QLD,Townsville,Townsville (C),4801
31DEC2021,SA,Adelaide Hills,Adelaide Hills (DC),666
31DEC2021,SA,Adelaide Hills,Mount Barker (DC),994
31DEC2021,SA,"Barossa, Light and Lower North",Adelaide Plains (DC),239
31DEC2021,SA,"Barossa, Light and Lower North",Barossa (DC),594
31DEC2021,SA,"Barossa, Light and Lower North",Gawler (T),857
31DEC2021,SA,"Barossa, Light and Lower North",Light (RegC),405
31DEC2021,SA,Eastern Adelaide,Adelaide (C),369
31DEC2021,SA,Eastern Adelaide,Burnside (C),697
31DEC2021,SA,Eastern Adelaide,Campbelltown (C) (SA),1095
31DEC2021,SA,Eastern Adelaide,Norwood Payneham St Peters (C),555
31DEC2021,SA,Eastern Adelaide,Prospect (C),381
31DEC2021,SA,Eastern Adelaide,Unley (C),601
31DEC2021,SA,Eastern Adelaide,Walkerville (M),105
31DEC2021,SA,Eyre and Western,Ceduna (DC),75
31DEC2021,SA,Eyre and Western,Cleve (DC),31
31DEC2021,SA,Eyre and Western,Lower Eyre Peninsula (DC),93
31DEC2021,SA,Eyre and Western,Port Lincoln (C),441
31DEC2021,SA,Eyre and Western,Tumby Bay (DC),61
31DEC2021,SA,Eyre and Western,Whyalla (C),573
31DEC2021,SA,Far North (SA),Anangu Pitjantjatjara (AC),125
31DEC2021,SA,Far North (SA),Flinders Ranges (DC),27
31DEC2021,SA,Far North (SA),Port Augusta (C),321
31DEC2021,SA,Far North (SA),Roxby Downs (M),36
31DEC2021,SA,Fleurieu and Kangaroo Island,Alexandrina (DC),666
31DEC2021,SA,Fleurieu and Kangaroo Island,Kangaroo Island (DC),80
31DEC2021,SA,Fleurieu and Kangaroo Island,Victor Harbor (C),376
31DEC2021,SA,Fleurieu and Kangaroo Island,Yankalilla (DC),95
31DEC2021,SA,Limestone Coast,Grant (DC),151
31DEC2021,SA,Limestone Coast,Kingston (DC) (SA),31
31DEC2021,SA,Limestone Coast,Mount Gambier (C),804
31DEC2021,SA,Limestone Coast,Naracoorte and Lucindale (DC),136
31DEC2021,SA,Limestone Coast,Tatiara (DC),67
31DEC2021,SA,Limestone Coast,Wattle Range (DC),250
31DEC2021,SA,Murray and Mallee,Berri and Barmera (DC),331
31DEC2021,SA,Murray and Mallee,Karoonda East Murray (DC),21
31DEC2021,SA,Murray and Mallee,Loxton Waikerie (DC),271
31DEC2021,SA,Murray and Mallee,Mid Murray (DC),169
31DEC2021,SA,Murray and Mallee,Murray Bridge (RC),719
31DEC2021,SA,Murray and Mallee,Renmark Paringa (DC),204
31DEC2021,SA,Murray and Mallee,Southern Mallee (DC),21
31DEC2021,SA,Murray and Mallee,The Coorong (DC),96
31DEC2021,SA,Northern Adelaide,Playford (C),4284
31DEC2021,SA,Northern Adelaide,Port Adelaide Enfield (C),3719
31DEC2021,SA,Northern Adelaide,Salisbury (C),4520
31DEC2021,SA,Northern Adelaide,Tea Tree Gully (C),2311
31DEC2021,SA,Other,Other,123
31DEC2021,SA,Southern Adelaide,Holdfast Bay (C),820
31DEC2021,SA,Southern Adelaide,Marion (C),2489
31DEC2021,SA,Southern Adelaide,Mitcham (C),1380
31DEC2021,SA,Southern Adelaide,Onkaparinga (C),4846
31DEC2021,SA,Unincorporated SA,Unincorporated SA,28
31DEC2021,SA,Western Adelaide,Charles Sturt (C),2741
31DEC2021,SA,Western Adelaide,West Torrens (C),1134
31DEC2021,SA,Yorke and Mid North,Barunga West (DC),38
31DEC2021,SA,Yorke and Mid North,Clare and Gilbert Valleys (DC),175
31DEC2021,SA,Yorke and Mid North,Copper Coast (DC),390
31DEC2021,SA,Yorke and Mid North,Goyder (DC),92
31DEC2021,SA,Yorke and Mid North,Mount Remarkable (DC),39
31DEC2021,SA,Yorke and Mid North,Northern Areas (DC),76
31DEC2021,SA,Yorke and Mid North,Peterborough (DC),36
31DEC2021,SA,Yorke and Mid North,Port Pirie City and Dists (M),521
31DEC2021,SA,Yorke and Mid North,Wakefield (DC),196
31DEC2021,SA,Yorke and Mid North,Yorke Peninsula (DC),176
31DEC2021,TAS,Other,Other,42
31DEC2021,TAS,TAS North,Break O'Day (M),127
31DEC2021,TAS,TAS North,Dorset (M),109
31DEC2021,TAS,TAS North,George Town (M),177
31DEC2021,TAS,TAS North,Launceston (C),1766
31DEC2021,TAS,TAS North,Meander Valley (M),401
31DEC2021,TAS,TAS North,Northern Midlands (M),255
31DEC2021,TAS,TAS North,West Tamar (M),450
31DEC2021,TAS,TAS North West,Burnie (C),526
31DEC2021,TAS,TAS North West,Central Coast (M) (Tas.),487
31DEC2021,TAS,TAS North West,Circular Head (M),127
31DEC2021,TAS,TAS North West,Devonport (C),736
31DEC2021,TAS,TAS North West,Kentish (M),116
31DEC2021,TAS,TAS North West,Latrobe (M) (Tas.),196
31DEC2021,TAS,TAS North West,Waratah/Wynyard (M),338
31DEC2021,TAS,TAS North West,West Coast (M),88
31DEC2021,TAS,TAS South East,Brighton (M),541
31DEC2021,TAS,TAS South East,Clarence (C),1193
31DEC2021,TAS,TAS South East,Derwent Valley (M),296
31DEC2021,TAS,TAS South East,Glamorgan/Spring Bay (M),43
31DEC2021,TAS,TAS South East,Sorell (M),286
31DEC2021,TAS,TAS South East,Southern Midlands (M),121
31DEC2021,TAS,TAS South East,Tasman (M),38
31DEC2021,TAS,TAS South West,Glenorchy (C),1377
31DEC2021,TAS,TAS South West,Hobart (C),753
31DEC2021,TAS,TAS South West,Huon Valley (M),289
31DEC2021,TAS,TAS South West,Kingborough (M),581
31DEC2021,VIC,Barwon,Colac-Otway (S),663
31DEC2021,VIC,Barwon,Greater Geelong (C),8302
31DEC2021,VIC,Barwon,Queenscliffe (B),35
31DEC2021,VIC,Barwon,Surf Coast (S),540
31DEC2021,VIC,Bayside Peninsula,Bayside (C),1264
31DEC2021,VIC,Bayside Peninsula,Frankston (C),3802
31DEC2021,VIC,Bayside Peninsula,Glen Eira (C),2214
31DEC2021,VIC,Bayside Peninsula,Kingston (C) (Vic.),2874
31DEC2021,VIC,Bayside Peninsula,Mornington Peninsula (S),3523
31DEC2021,VIC,Bayside Peninsula,Port Phillip (C),1499
31DEC2021,VIC,Bayside Peninsula,Stonnington (C),1037
31DEC2021,VIC,Brimbank Melton,Brimbank (C),4185
31DEC2021,VIC,Brimbank Melton,Melton (C),4322
31DEC2021,VIC,Central Highlands,Ararat (RC),349
31DEC2021,VIC,Central Highlands,Ballarat (C),3109
31DEC2021,VIC,Central Highlands,Golden Plains (S),582
31DEC2021,VIC,Central Highlands,Hepburn (S),279
31DEC2021,VIC,Central Highlands,Moorabool (S),832
31DEC2021,VIC,Central Highlands,Pyrenees (S),145
31DEC2021,VIC,Goulburn,Greater Shepparton (C),1772
31DEC2021,VIC,Goulburn,Mitchell (S),1026
31DEC2021,VIC,Goulburn,Moira (S),693
31DEC2021,VIC,Goulburn,Murrindindi (S),256
31DEC2021,VIC,Goulburn,Strathbogie (S),181
31DEC2021,VIC,Hume Moreland,Hume (C),6129
31DEC2021,VIC,Hume Moreland,Moreland (C),3156
31DEC2021,VIC,Inner East Melbourne,Boroondara (C),2121
31DEC2021,VIC,Inner East Melbourne,Manningham (C),1816
31DEC2021,VIC,Inner East Melbourne,Monash (C),2745
31DEC2021,VIC,Inner East Melbourne,Whitehorse (C),3071
31DEC2021,VIC,Inner Gippsland,Bass Coast (S),784
31DEC2021,VIC,Inner Gippsland,Baw Baw (S),1298
31DEC2021,VIC,Inner Gippsland,Latrobe (C) (Vic.),2365
31DEC2021,VIC,Inner Gippsland,South Gippsland (S),640
31DEC2021,VIC,Loddon,Campaspe (S),991
31DEC2021,VIC,Loddon,Central Goldfields (S),419
31DEC2021,VIC,Loddon,Greater Bendigo (C),4053
31DEC2021,VIC,Loddon,Loddon (S),142
31DEC2021,VIC,Loddon,Macedon Ranges (S),1056
31DEC2021,VIC,Loddon,Mount Alexander (S),428
31DEC2021,VIC,Mallee,Buloke (S),115
31DEC2021,VIC,Mallee,Gannawarra (S),207
31DEC2021,VIC,Mallee,Mildura (RC),1435
31DEC2021,VIC,Mallee,Swan Hill (RC),463
31DEC2021,VIC,North East Melbourne,Banyule (C),2762
31DEC2021,VIC,North East Melbourne,Darebin (C),3153
31DEC2021,VIC,North East Melbourne,Nillumbik (S),1122
31DEC2021,VIC,North East Melbourne,Whittlesea (C),4525
31DEC2021,VIC,North East Melbourne,Yarra (C),1279
31DEC2021,VIC,Other,Other,<11
31DEC2021,VIC,Outer East Melbourne,Knox (C),3229
31DEC2021,VIC,Outer East Melbourne,Maroondah (C),2967
31DEC2021,VIC,Outer East Melbourne,Yarra Ranges (S),3476
31DEC2021,VIC,Outer Gippsland,East Gippsland (S),1211
31DEC2021,VIC,Outer Gippsland,Wellington (S),1089
31DEC2021,VIC,Ovens Murray,Alpine (S),197
31DEC2021,VIC,Ovens Murray,Benalla (RC),384
31DEC2021,VIC,Ovens Murray,Indigo (S),319
31DEC2021,VIC,Ovens Murray,Mansfield (S),142
31DEC2021,VIC,Ovens Murray,Towong (S),118
31DEC2021,VIC,Ovens Murray,Wangaratta (RC),821
31DEC2021,VIC,Ovens Murray,Wodonga (C),1456
31DEC2021,VIC,Southern Melbourne,Cardinia (S),2360
31DEC2021,VIC,Southern Melbourne,Casey (C),7042
31DEC2021,VIC,Southern Melbourne,Greater Dandenong (C),3019
31DEC2021,VIC,Western District,Corangamite (S),387
31DEC2021,VIC,Western District,Glenelg (S),442
31DEC2021,VIC,Western District,Hindmarsh (S),106
31DEC2021,VIC,Western District,Horsham (RC),573
31DEC2021,VIC,Western District,Moyne (S),326
31DEC2021,VIC,Western District,Northern Grampians (S),317
31DEC2021,VIC,Western District,Southern Grampians (S),356
31DEC2021,VIC,Western District,Warrnambool (C),1101
31DEC2021,VIC,Western District,West Wimmera (S),58
31DEC2021,VIC,Western District,Yarriambiack (S),192
31DEC2021,VIC,Western Melbourne,Hobsons Bay (C),1726
31DEC2021,VIC,Western Melbourne,Maribyrnong (C),1605
31DEC2021,VIC,Western Melbourne,Melbourne (C),1207
31DEC2021,VIC,Western Melbourne,Moonee Valley (C),1962
31DEC2021,VIC,Western Melbourne,Wyndham (C),5905
31DEC2021,WA,Central North Metro,Cambridge (T),275
31DEC2021,WA,Central North Metro,Claremont (T),135
31DEC2021,WA,Central North Metro,Cottesloe (T),48
31DEC2021,WA,Central North Metro,Mosman Park (T),139
31DEC2021,WA,Central North Metro,Nedlands (C),341
31DEC2021,WA,Central North Metro,Perth (C),257
31DEC2021,WA,Central North Metro,Stirling (C),3155
31DEC2021,WA,Central North Metro,Subiaco (C),213
31DEC2021,WA,Central North Metro,Vincent (C),389
31DEC2021,WA,Central South Metro,Cockburn (C),2090
31DEC2021,WA,Central South Metro,East Fremantle (T),72
31DEC2021,WA,Central South Metro,Fremantle (C),462
31DEC2021,WA,Central South Metro,Kwinana (C),980
31DEC2021,WA,Central South Metro,Melville (C),1361
31DEC2021,WA,Central South Metro,South Perth (C),513
31DEC2021,WA,Goldfields-Esperance,Coolgardie (S),42
31DEC2021,WA,Goldfields-Esperance,Esperance (S),209
31DEC2021,WA,Goldfields-Esperance,Kalgoorlie/Boulder (C),386
31DEC2021,WA,Goldfields-Esperance,Ngaanyatjarraku (S),30
31DEC2021,WA,Great Southern,Albany (C),757
31DEC2021,WA,Great Southern,Denmark (S),74
31DEC2021,WA,Great Southern,Katanning (S),53
31DEC2021,WA,Great Southern,Kojonup (S),21
31DEC2021,WA,Great Southern,Plantagenet (S),75
31DEC2021,WA,Kimberley-Pilbara,Ashburton (S),45
31DEC2021,WA,Kimberley-Pilbara,Broome (S),340
31DEC2021,WA,Kimberley-Pilbara,Derby-West Kimberley (S),179
31DEC2021,WA,Kimberley-Pilbara,East Pilbara (S),78
31DEC2021,WA,Kimberley-Pilbara,Halls Creek (S),79
31DEC2021,WA,Kimberley-Pilbara,Karratha (C),301
31DEC2021,WA,Kimberley-Pilbara,Port Hedland (T),222
31DEC2021,WA,Kimberley-Pilbara,Wyndham-East Kimberley (S),118
31DEC2021,WA,Midwest-Gascoyne,Carnarvon (S),53
31DEC2021,WA,Midwest-Gascoyne,Exmouth (S),23
31DEC2021,WA,Midwest-Gascoyne,Greater Geraldton (C),774
31DEC2021,WA,Midwest-Gascoyne,Irwin (S),39
31DEC2021,WA,Midwest-Gascoyne,Northampton (S),39
31DEC2021,WA,North East Metro,Bassendean (T),436
31DEC2021,WA,North East Metro,Bayswater (C),1092
31DEC2021,WA,North East Metro,Kalamunda (C),1102
31DEC2021,WA,North East Metro,Mundaring (S),737
31DEC2021,WA,North East Metro,Swan (C),3458
31DEC2021,WA,North Metro,Joondalup (C),2179
31DEC2021,WA,North Metro,Wanneroo (C),3499
31DEC2021,WA,Other,Other,510
31DEC2021,WA,South East Metro,Belmont (C),690
31DEC2021,WA,South East Metro,Canning (C),1402
31DEC2021,WA,South East Metro,Gosnells (C),2228
31DEC2021,WA,South East Metro,Victoria Park (T),603
31DEC2021,WA,South Metro,Armadale (C),1885
31DEC2021,WA,South Metro,Mandurah (C),1574
31DEC2021,WA,South Metro,Murray (S),330
31DEC2021,WA,South Metro,Rockingham (C),2546
31DEC2021,WA,South Metro,Serpentine-Jarrahdale (S),437
31DEC2021,WA,South West,Augusta-Margaret River (S),278
31DEC2021,WA,South West,Boyup Brook (S),22
31DEC2021,WA,South West,Bridgetown-Greenbushes (S),143
31DEC2021,WA,South West,Bunbury (C),784
31DEC2021,WA,South West,Busselton (C),822
31DEC2021,WA,South West,Capel (S),306
31DEC2021,WA,South West,Collie (S),189
31DEC2021,WA,South West,Dardanup (S),246
31DEC2021,WA,South West,Donnybrook-Balingup (S),124
31DEC2021,WA,South West,Harvey (S),468
31DEC2021,WA,South West,Manjimup (S),216
31DEC2021,WA,South West,Waroona (S),51
31DEC2021,WA,Wheat Belt,Beverley (S),21
31DEC2021,WA,Wheat Belt,Chittering (S),96
31DEC2021,WA,Wheat Belt,Cunderdin (S),22
31DEC2021,WA,Wheat Belt,Dandaragan (S),45
31DEC2021,WA,Wheat Belt,Gingin (S),50
31DEC2021,WA,Wheat Belt,Kellerberrin (S),27
31DEC2021,WA,Wheat Belt,Merredin (S),44
31DEC2021,WA,Wheat Belt,Moora (S),37
31DEC2021,WA,Wheat Belt,Narrogin (S),73
31DEC2021,WA,Wheat Belt,Northam (S),203
31DEC2021,WA,Wheat Belt,Pingelly (S),28
31DEC2021,WA,Wheat Belt,Toodyay (S),62
31DEC2021,WA,Wheat Belt,York (S),43
